ASSURED NAME,VESSEL,POLICY NUMBER,INCEPT DATE,EXPIRY DATE,ITEM NUMBER,ITEM TITLE,OCCUPANCY,CLAIM NUMBER,DATE OF LOSS,CURRENCY,POLICY GROSS SUM INSURED,POLICY RETAINED SUM INSURED,POLICY QS SUM INSURED,POLICY SURPLUS SUM INSURED,POLICY PMMSC SUM INSURED,POLICY OTHER TREATY SUM INSURED,POLICY FACUL SUM INSURED,ITEM GROSS SUM INSURED,ITEM RETAINED SUM INSURED,ITEM QS SUM INSURED,ITEM SURPLUS SUM INSURED,ITEM PMMSC SUM INSURED,ITEM OTHER TREATY SUM INSURED,ITEM FACUL SUM INSURED,LOSS RESERVE,LOSS PAID,EXPENSE RESERVE,EXPENSE PAID,RECOVERIES,LOSS DESCRIPTION,LOSS DETAIL,STATUS,FRONTING/REFERRED,INTM NUMBER,INTERMEDIARY NAME,WITH EX-GRATIA,CO INSURANCE,PISC LEAD CO I,ORG TYPE
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02740,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,41113.75,41113.75,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02741,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,77359.28,77359.28,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02742,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,104219.67,104219.67,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02743,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,60339.33,60339.33,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02744,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,61419.74,61419.74,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02745,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,32034.76,32034.76,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02746,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02747,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,31292.11,31292.11,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02748,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,274453.7,274453.7,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02749,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,72324.75,72324.75,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02750,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,47693.54,47693.54,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02751,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,32335.6,32335.6,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02752,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,6131.24,6131.24,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02753,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,72811.3,72811.3,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02754,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,87400.97,87400.97,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02755,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02756,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,15889.96,15889.96,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02757,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02758,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,47456,47456,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02759,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,32220,32220,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02760,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,58470.52,58470.52,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02761,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,85714.51,85714.51,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02762,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,15703.3,15703.3,4464.29,0,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02763,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,181331,181331,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02764,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,100896.21,100896.21,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02765,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,86575.68,86575.68,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02766,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,22968.16,22968.16,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02767,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,145286.8,145286.8,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02768,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,18536,18536,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02769,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,43911.48,43911.48,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02770,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,42280.61,42280.61,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02771,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,25068.96,25068.96,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02772,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,58516.86,58516.86,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02773,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,49522.81,49522.81,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02774,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,8157.17,8157.17,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02775,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,13234.4,13234.4,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02776,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02777,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,34841.94,34841.94,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02778,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,92315,92315,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02779,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,367555.74,367555.74,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
